year,team,rank,rating,w:l:sched:10:30,golden mean,predictor,elo score
2016,Rutgers,156, 49.82,   2  10   74.15(  28)    0   3  ,  50.59  150 ,  50.63  151 ,  48.71  162
2016,Maine,157, 49.71,   6   5   51.70( 154)    0   0  ,  47.46  164 ,  49.15  158 ,  50.59  146
2016,Charlotte,158, 49.45,   4   8   57.17( 133)    0   0  ,  48.97  157 ,  49.39  155 ,  49.35  157
2016,New Mexico State,159, 49.25,   3   9   64.91(  81)    0   0  ,  49.46  156 ,  49.18  157 ,  48.91  160
2016,Marshall,160, 49.05,   3   9   58.39( 125)    0   0  ,  50.06  152 ,  48.87  160 ,  48.45  164
2016,Fordham,161, 48.90,   8   3   39.41( 210)    0   0  ,  45.37  178 ,  47.35  167 ,  50.81  144
2016,UTEP,162, 48.87,   4   8   56.43( 134)    0   0  ,  47.21  167 ,  47.56  165 ,  49.98  153
2016,Duquesne,163, 48.75,   8   3   39.35( 211)    0   0  ,  46.01  174 ,  47.71  163 ,  50.09  152
2016,Weber State,164, 48.52,   7   5   49.07( 169)    0   0  ,  45.40  177 ,  47.26  168 ,  50.12  151
2016,Tennessee Tech,165, 48.03,   5   6   47.63( 175)    0   0  ,  46.55  170 ,  46.35  173 ,  49.29  158
2016,Rice,166, 47.95,   3   9   61.10(  96)    0   0  ,  48.63  159 ,  47.71  162 ,  47.53  168
2016,Florida Atlantic,167, 47.75,   3   9   58.21( 126)    0   0  ,  47.91  163 ,  47.92  161 ,  47.28  171
2016,Colgate,168, 47.69,   5   5   40.55( 206)    0   0  ,  48.58  160 ,  47.62  164 ,  47.07  173
2016,Saint Francis-Pa.,169, 47.31,   7   5   42.77( 198)    0   0  ,  47.15  168 ,  46.78  171 ,  47.39  170
2016,McNeese State,170, 47.20,   6   5   43.13( 197)    0   0  ,  47.32  166 ,  47.06  170 ,  46.93  174
2016,William &amp; Mary,171, 47.02,   5   6   47.17( 178)    0   0  ,  46.08  173 ,  45.23  179 ,  48.15  166
2016,SE Louisiana,172, 47.02,   7   4   42.65( 199)    0   0  ,  44.53  182 ,  45.52  177 ,  48.52  163
2016,Northern Colorado,173, 46.89,   6   5   49.96( 162)    0   0  ,  46.09  172 ,  46.49  172 ,  47.13  172
2016,Indiana State,174, 46.78,   4   7   55.84( 139)    0   0  ,  47.34  165 ,  47.06  169 ,  46.07  177
2016,Pennsylvania,175, 46.64,   7   3   37.64( 217)    0   0  ,  44.06  184 ,  45.18  180 ,  48.16  165
2016,Eastern Illinois,176, 46.41,   6   5   46.95( 182)    0   0  ,  45.57  176 ,  46.34  174 ,  46.45  175
2016,Nicholls State,177, 46.28,   5   6   46.02( 187)    0   0  ,  46.90  169 ,  46.15  175 ,  45.80  180
2016,Gardner-Webb,178, 45.95,   5   6   49.09( 168)    0   0  ,  46.23  171 ,  45.32  178 ,  45.92  178
2016,Fresno State,179, 45.77,   1  11   64.50(  83)    0   0  ,  49.67  155 ,  47.53  166 ,  42.69  189
2016,Montana State,180, 45.35,   4   7   51.64( 156)    0   0  ,  45.79  175 ,  44.83  182 ,  45.20  183
2016,Delaware,181, 45.01,   4   7   50.13( 161)    0   0  ,  45.34  179 ,  44.54  183 ,  44.86  184
2016,Buffalo,182, 44.84,   2  10   59.17( 118)    0   0  ,  43.53  185 ,  43.70  184 ,  45.71  181
2016,Stony Brook,183, 44.67,   5   6   49.38( 167)    0   0  ,  45.23  180 ,  45.92  176 ,  43.34  186
2016,NC A&amp;T,184, 44.62,   9   3   34.19( 224)    0   0  ,  44.29  183 ,  44.87  181 ,  44.29  185
2016,Missouri State,185, 44.30,   4   7   60.89(  98)    0   0  ,  40.70  192 ,  43.27  185 ,  45.90  179
2016,Dayton,186, 43.71,   9   2   27.39( 250)    0   0  ,  40.60  193 ,  42.09  187 ,  45.48  182
2016,NC Central,187, 42.98,   9   3   30.92( 234)    0   0  ,  37.14  202 ,  40.12  195 ,  46.25  176
2016,Wagner,188, 42.43,   6   5   41.30( 204)    0   0  ,  41.55  191 ,  41.37  191 ,  43.08  187
2016,Portland State,189, 42.18,   3   8   50.92( 158)    0   1  ,  44.77  181 ,  42.42  186 ,  40.64  192
2016,Towson,190, 42.05,   4   7   47.48( 176)    0   0  ,  41.93  188 ,  41.56  189 ,  42.09  190
2016,Western Carolina,191, 41.71,   2   9   55.11( 141)    0   0  ,  42.43  187 ,  41.80  188 ,  41.06  191
2016,Southern U.,192, 41.47,   8   3   28.42( 245)    0   0  ,  39.14  195 ,  40.27  194 ,  42.71  188
2016,VMI,193, 41.01,   3   8   50.32( 160)    0   0  ,  41.78  189 ,  41.18  192 ,  40.29  195
2016,SE Missouri State,194, 40.31,   3   8   46.82( 183)    0   0  ,  43.44  186 ,  41.42  190 ,  37.93  199
2016,Bryant,195, 40.10,   5   6   42.18( 200)    0   0  ,  39.62  194 ,  39.08  198 ,  40.58  193
2016,Tennessee State,196, 39.77,   7   4   37.78( 215)    0   0  ,  38.99  196 ,  39.95  196 ,  39.64  196
2016,UC Davis,197, 39.76,   3   8   52.97( 147)    0   0  ,  41.63  190 ,  40.31  193 ,  38.33  198
2016,Harvard,198, 39.39,   7   3   34.24( 223)    0   0  ,  38.95  197 ,  39.70  197 ,  39.05  197
2016,Murray State,199, 39.19,   4   7   45.88( 188)    0   0  ,  36.93  205 ,  37.93  201 ,  40.43  194
2016,SC State,200, 38.10,   5   6   32.81( 227)    0   1  ,  38.65  198 ,  37.85  202 ,  37.73  200
2016,Texas State,201, 38.00,   2  10   62.38(  90)    0   0  ,  37.95  199 ,  38.31  199 ,  37.51  201
2016,Stephen F. Austin,202, 37.81,   5   6   45.69( 191)    0   0  ,  37.49  200 ,  38.09  200 ,  37.44  202
2016,Sacred Heart,203, 36.61,   6   5   33.93( 225)    0   0  ,  35.92  208 ,  37.20  203 ,  36.18  204
2016,East Tennessee State,204, 36.28,   5   6   54.28( 143)    0   0  ,  33.86  211 ,  35.72  208 ,  37.17  203
2016,Bucknell,205, 36.18,   4   7   40.25( 208)    0   0  ,  37.25  201 ,  36.08  207 ,  35.50  209
2016,Monmouth-NJ,206, 36.04,   4   7   47.11( 180)    0   0  ,  36.22  207 ,  36.26  206 ,  35.53  208
2016,Dartmouth,207, 35.57,   4   6   39.01( 212)    0   0  ,  37.07  203 ,  36.35  205 ,  34.11  213
2016,Lamar,208, 35.39,   3   8   47.29( 177)    0   0  ,  37.07  204 ,  36.89  204 ,  33.34  215
2016,Eastern Kentucky,209, 35.05,   3   8   46.77( 185)    0   0  ,  36.26  206 ,  35.47  209 ,  33.98  214
2016,Prairie View A&amp;M,210, 34.52,   7   4   28.36( 246)    0   0  ,  32.24  212 ,  33.51  210 ,  35.61  207
2016,Houston Baptist,211, 33.88,   4   7   44.90( 195)    0   0  ,  30.18  221 ,  32.16  213 ,  35.78  205
2016,Drake,212, 33.66,   7   4   28.89( 243)    0   0  ,  29.55  224 ,  31.90  215 ,  35.69  206
2016,Holy Cross,213, 33.37,   4   7   40.70( 205)    0   0  ,  31.29  215 ,  32.03  214 ,  34.58  211
2016,Idaho State,214, 32.78,   2   9   55.67( 140)    0   0  ,  34.03  210 ,  33.19  211 ,  31.69  219
2016,Abilene Christian,215, 32.70,   2   9   45.06( 194)    0   0  ,  34.20  209 ,  32.40  212 ,  31.95  218
2016,Rhode Island,216, 32.40,   2   9   48.00( 172)    0   0  ,  28.62  225 ,  29.89  221 ,  34.69  210
2016,Columbia,217, 32.38,   3   7   38.15( 214)    0   0  ,  31.59  214 ,  31.20  218 ,  33.06  216
2016,Sacramento State,218, 32.23,   2   9   47.04( 181)    0   0  ,  31.20  216 ,  31.66  216 ,  32.65  217
2016,Yale,219, 32.12,   3   7   41.86( 202)    0   0  ,  28.06  228 ,  29.65  222 ,  34.47  212
2016,Cornell,220, 31.14,   4   6   38.64( 213)    0   0  ,  30.69  218 ,  31.45  217 ,  30.79  222
2016,Alcorn State,221, 30.91,   5   6   29.26( 241)    0   0  ,  30.65  219 ,  30.29  219 ,  31.08  221
2016,Incarnate Word,222, 30.30,   3   8   40.45( 207)    0   0  ,  29.86  223 ,  29.50  223 ,  30.63  223
2016,Lafayette,223, 30.17,   2   9   45.82( 190)    0   0  ,  30.88  217 ,  30.28  220 ,  29.50  225
2016,Presbyterian College,224, 29.96,   2   9   52.70( 149)    0   0  ,  27.18  232 ,  28.53  226 ,  31.42  220
2016,Bethune-Cookman,225, 29.87,   4   6   31.55( 230)    0   0  ,  29.87  222 ,  28.94  225 ,  30.11  224
2016,Brown,226, 28.47,   4   6   36.07( 218)    0   0  ,  28.61  226 ,  28.48  227 ,  28.09  226
2016,Northwestern State,227, 28.21,   1  10   46.77( 186)    0   0  ,  31.90  213 ,  29.23  224 ,  25.40  234
2016,Elon,228, 27.50,   2   9   51.38( 157)    0   0  ,  27.31  230 ,  27.75  228 ,  27.10  228
2016,Hampton,229, 27.13,   5   6   31.36( 231)    0   0  ,  27.29  231 ,  27.07  231 ,  26.80  229
2016,Central Connecticut,230, 27.12,   2   9   44.73( 196)    0   0  ,  30.50  220 ,  27.64  229 ,  24.87  235
2016,Robert Morris,231, 27.06,   2   9   45.32( 192)    0   0  ,  28.37  227 ,  27.53  230 ,  25.88  232
2016,Jacksonville,232, 26.77,   5   5   29.16( 242)    0   0  ,  24.42  234 ,  25.80  233 ,  27.83  227
2016,Georgetown,233, 25.61,   3   8   37.64( 216)    0   0  ,  27.02  233 ,  26.41  232 ,  24.14  236
2016,Florida A&amp;M,234, 25.09,   4   7   34.45( 221)    0   0  ,  22.52  238 ,  23.87  236 ,  26.34  230
2016,Marist,235, 25.09,   5   6   27.34( 251)    0   0  ,  22.92  237 ,  23.89  235 ,  26.21  231
2016,Austin Peay,236, 24.48,   0  11   49.46( 166)    0   0  ,  27.92  229 ,  25.64  234 ,  21.63  241
2016,Norfolk State,237, 24.30,   4   7   34.27( 222)    0   0  ,  22.22  239 ,  22.34  238 ,  25.78  233
2016,Texas Southern,238, 23.16,   4   7   29.86( 237)    0   0  ,  23.99  235 ,  23.33  237 ,  22.40  238
2016,Morehead State,239, 22.39,   4   7   27.41( 249)    0   0  ,  22.93  236 ,  22.09  239 ,  22.06  240
2016,Alabama State,240, 22.20,   4   7   28.53( 244)    0   0  ,  22.05  240 ,  21.47  240 ,  22.38  239
2016,Alabama A&amp;M,241, 21.53,   4   7   30.91( 235)    0   0  ,  19.37  241 ,  20.01  241 ,  22.80  237
2016,Campbell,242, 19.61,   5   5   24.74( 252)    0   0  ,  18.82  243 ,  18.59  244 ,  20.19  242
2016,Stetson,243, 19.50,   4   7   28.32( 247)    0   0  ,  18.85  242 ,  18.92  242 ,  19.78  243
2016,Savannah State,244, 18.50,   3   7   32.80( 228)    0   0  ,  17.04  248 ,  18.63  243 ,  18.64  245
2016,Valparaiso,245, 18.27,   4   7   31.27( 232)    0   0  ,  17.60  246 ,  17.54  246 ,  18.64  244
2016,Jackson State,246, 17.92,   3   8   30.08( 236)    0   0  ,  18.18  244 ,  18.02  245 ,  17.43  247
2016,Howard,247, 17.30,   2   9   33.12( 226)    0   0  ,  17.60  247 ,  16.85  247 ,  17.14  248
2016,Morgan State,248, 16.85,   3   8   29.78( 238)    0   0  ,  14.36  249 ,  15.39  249 ,  18.16  246
2016,Butler,249, 16.64,   4   7   29.38( 240)    0   0  ,  17.66  245 ,  16.64  248 ,  15.89  249
2016,Delaware State,250,  9.80,   0  11   34.60( 220)    0   0  ,  11.23  250 ,   9.99  250 ,   8.70  250
2016,Miss. Valley State,251,  6.34,   1  10   32.02( 229)    0   0  ,   3.31  252 ,   4.27  252 ,   7.98  251
2016,Davidson,252,  4.21,   2   9   23.89( 253)    0   0  ,   6.03  251 ,   4.38  251 ,   2.90  252
2016,Ark.-Pine Bluff,253, -0.81,   1  10   29.40( 239)    0   0  ,  -0.56  253 ,  -0.66  253 ,  -1.34  253
2018,Clemson,1,103.16,  15   0   75.13(  25)    2   0  , 102.42    1 , 103.64    1 , 110.31    1
2018,Alabama,2,101.44,  14   1   76.68(   9)    3   1  , 101.30    2 , 102.06    2 , 101.81    2
2018,Ohio State,3, 92.33,  13   1   74.55(  38)    2   0  ,  91.74    3 ,  93.81    3 ,  96.82    3
2018,Georgia,4, 91.50,  11   3   76.63(  10)    0   1  ,  91.56    4 ,  91.06    5 ,  90.51    6
2018,Oklahoma,5, 90.99,  12   2   76.15(  12)    0   1  ,  90.59    5 ,  92.73    4 ,  93.48    5
2018,Michigan,6, 88.80,  10   3   75.48(  20)    0   2  ,  89.79    6 ,  88.56    7 ,  83.11   22
2018,Notre Dame,7, 87.43,  12   1   74.84(  31)    1   1  ,  86.66   11 ,  90.40    6 ,  93.85    4
2018,Mississippi State,8, 87.32,   8   5   76.31(  11)    0   2  ,  87.83    7 ,  85.28   13 ,  83.71   19
2018,Washington,9, 87.05,  10   4   75.85(  14)    0   1  ,  86.72    9 ,  88.43    8 ,  88.94   10
2018,Iowa,10, 86.60,   9   4   73.94(  44)    1   0  ,  86.90    8 ,  85.08   14 ,  84.10   17
2018,Penn State,11, 86.27,   9   4   74.82(  33)    1   2  ,  86.71   10 ,  86.22   10 ,  83.01   23
2018,Texas A&amp;M,12, 85.68,   9   4   77.03(   6)    0   3  ,  85.34   12 ,  85.66   11 ,  87.58   11
2018,Florida,13, 85.21,  10   3   74.83(  32)    2   1  ,  84.65   15 ,  84.84   16 ,  89.08    9
2018,LSU,14, 85.16,  10   3   77.24(   5)    2   1  ,  84.50   16 ,  87.32    9 ,  90.15    7
2018,Auburn,15, 84.97,   8   5   74.99(  28)    1   3  ,  85.13   13 ,  85.38   12 ,  83.39   21
2018,West Virginia,16, 83.76,   8   4   74.74(  36)    0   1  ,  84.69   14 ,  82.16   21 ,  78.10   36
2018,Texas,17, 83.45,  10   4   76.79(   7)    2   1  ,  82.72   20 ,  85.00   15 ,  89.12    8
2018,Missouri,18, 83.43,   8   5   75.24(  24)    0   2  ,  83.30   17 ,  82.13   22 ,  83.69   20
2018,North Dakota State,19, 83.40,  15   0   55.59( 139)    0   0  ,  82.88   19 ,  83.81   17 ,  86.88   12
2018,Washington State,20, 83.22,  11   2   72.18(  53)    0   1  ,  82.93   18 ,  83.08   19 ,  84.72   15
2018,Fresno State,21, 82.36,  12   2   64.84(  78)    0   0  ,  82.05   22 ,  80.80   26 ,  83.99   18
2018,Central Florida(UCF),22, 82.18,  12   1   63.92(  83)    0   0  ,  81.69   23 ,  83.46   18 ,  85.37   14
2018,Utah,23, 82.05,   9   5   75.13(  26)    0   2  ,  82.61   21 ,  81.54   24 ,  78.11   35
2018,Stanford,24, 81.37,   9   4   74.77(  35)    0   2  ,  81.33   25 ,  82.72   20 ,  80.97   28
2018,Wisconsin,25, 81.12,   8   5   72.34(  52)    1   1  ,  81.42   24 ,  81.87   23 ,  78.59   34
2018,Kentucky,26, 80.44,  10   3   74.80(  34)    1   1  ,  80.23   26 ,  81.14   25 ,  81.28   25
2018,Utah State,27, 79.47,  11   2   59.99( 113)    0   0  ,  79.25   29 ,  77.96   34 ,  80.36   29
2018,Syracuse,28, 79.45,  10   3   70.81(  61)    0   2  ,  78.58   32 ,  80.01   29 ,  86.45   13
2018,Boise State,29, 79.21,  10   3   68.00(  68)    0   0  ,  78.99   31 ,  79.15   31 ,  80.19   30
2018,NC State,30, 79.13,   9   4   69.84(  65)    0   1  ,  79.65   27 ,  79.77   30 ,  75.35   44
2018,Oklahoma State,31, 79.01,   7   6   74.63(  37)    0   1  ,  79.49   28 ,  78.31   32 ,  75.45   43
2018,Northwestern,32, 78.37,   9   5   76.79(   8)    1   3  ,  77.57   35 ,  80.06   28 ,  84.51   16
2018,Michigan State,33, 78.14,   7   6   75.86(  13)    0   2  ,  78.46   33 ,  80.20   27 ,  75.52   42
2018,Miami-Florida,34, 78.11,   7   6   71.78(  57)    0   0  ,  79.24   30 ,  77.69   36 ,  71.21   59
2018,Oregon,35, 78.00,   9   4   70.73(  63)    1   0  ,  78.10   34 ,  78.00   33 ,  76.73   38
2018,Appalachian State,36, 77.09,  11   2   57.11( 129)    0   0  ,  76.70   39 ,  75.62   44 ,  79.31   32
2018,Iowa State,37, 76.72,   8   5   75.53(  18)    0   2  ,  76.10   43 ,  77.80   35 ,  81.01   27
2018,Boston College,38, 76.46,   7   5   71.89(  55)    0   1  ,  76.81   38 ,  77.02   38 ,  73.62   48
2018,Cincinnati,39, 76.41,  11   2   62.89(  90)    0   0  ,  76.23   41 ,  75.35   45 ,  77.03   37
2018,TCU,40, 76.38,   7   6   74.92(  30)    0   2  ,  76.27   40 ,  77.34   37 ,  76.55   39
2018,South Carolina,41, 76.31,   7   6   75.60(  17)    0   2  ,  77.10   36 ,  76.47   40 ,  71.01   60
2018,Minnesota,42, 76.14,   7   6   74.11(  43)    0   2  ,  75.43   46 ,  74.25   50 ,  81.21   26
2018,Virginia,43, 75.98,   8   5   69.93(  64)    0   0  ,  75.49   45 ,  75.02   47 ,  79.01   33
2018,Army West Point,44, 75.83,  11   2   62.12(  99)    0   1  ,  75.00   48 ,  76.72   39 ,  82.16   24
2018,Arizona State,45, 75.63,   7   6   73.44(  48)    0   1  ,  75.52   44 ,  74.30   49 ,  75.73   41
2018,Texas Tech,46, 75.62,   5   7   74.40(  40)    0   1  ,  76.94   37 ,  73.01   54 ,  67.62   75
2018,Purdue,47, 75.43,   6   7   77.28(   4)    2   0  ,  76.19   42 ,  76.02   42 ,  70.22   62
2018,Georgia Tech,48, 75.12,   7   6   71.21(  60)    0   2  ,  75.36   47 ,  74.01   51 ,  72.93   50
2018,Duke,49, 74.67,   8   5   73.58(  46)    0   1  ,  74.74   50 ,  76.27   41 ,  73.55   49
2018,Pittsburgh,50, 74.36,   7   7   77.42(   3)    0   2  ,  74.19   51 ,  75.91   43 ,  74.89   45
2018,Southern California,51, 74.11,   5   7   74.33(  41)    0   1  ,  74.93   49 ,  74.93   48 ,  68.53   68
2018,Kansas State,52, 73.59,   5   7   75.30(  21)    0   2  ,  73.36   52 ,  75.13   46 ,  74.60   46
2018,Memphis,53, 73.20,   8   6   61.75( 103)    0   0  ,  73.25   54 ,  72.24   55 ,  72.23   55
2018,Nebraska,54, 73.01,   4   8   75.26(  23)    0   3  ,  73.06   55 ,  71.72   62 ,  72.06   56
2018,Ohio,55, 72.77,   9   4   58.99( 117)    0   0  ,  72.21   60 ,  71.87   60 ,  76.49   40
2018,Maryland,56, 72.67,   5   7   75.52(  19)    0   3  ,  73.28   53 ,  72.15   57 ,  68.18   71
2018,Vanderbilt,57, 72.62,   6   7   73.18(  49)    0   2  ,  72.51   57 ,  71.08   66 ,  72.75   53
2018,South Dakota State,58, 72.52,  10   3   54.83( 141)    0   0  ,  72.50   58 ,  71.48   63 ,  72.03   57
2018,California,59, 72.37,   7   6   72.02(  54)    1   0  ,  72.98   56 ,  71.76   61 ,  67.89   73
2018,Wake Forest,60, 72.32,   7   6   72.53(  50)    0   2  ,  71.39   63 ,  73.08   53 ,  79.57   31
2018,Temple,61, 72.12,   8   5   65.02(  77)    0   0  ,  72.47   59 ,  71.95   58 ,  69.22   66
2018,Baylor,62, 71.26,   7   6   73.56(  47)    0   1  ,  70.76   66 ,  72.17   56 ,  74.38   47
2018,BYU,63, 71.20,   7   6   67.94(  69)    0   1  ,  71.15   64 ,  69.83   69 ,  70.95   61
2018,Virginia Tech,64, 71.19,   6   7   71.26(  59)    0   1  ,  71.53   62 ,  71.87   59 ,  68.35   70
2018,Arizona,65, 70.74,   5   7   70.78(  62)    0   0  ,  70.37   69 ,  71.11   65 ,  72.83   52
2018,Indiana,66, 70.74,   5   7   75.26(  22)    0   3  ,  71.54   61 ,  70.35   68 ,  65.08   84
2018,Florida State,67, 70.47,   5   7   75.62(  16)    0   2  ,  70.47   68 ,  73.31   52 ,  69.81   64
2018,Mississippi,68, 70.35,   5   7   74.53(  39)    0   2  ,  70.96   65 ,  71.26   64 ,  65.80   82
2018,Tennessee,69, 70.22,   5   7   77.64(   2)    0   2  ,  70.19   70 ,  70.90   67 ,  69.78   65
2018,Eastern Washington,70, 70.13,  12   3   53.16( 143)    0   0  ,  69.67   72 ,  68.65   74 ,  72.91   51
2018,UCLA,71, 69.76,   3   9   77.88(   1)    0   2  ,  69.99   71 ,  69.44   70 ,  67.59   77
2018,Colorado,72, 69.55,   5   7   71.65(  58)    0   1  ,  70.66   67 ,  69.26   72 ,  62.16   96
2018,UAB,73, 68.78,  11   3   57.37( 126)    0   0  ,  68.29   75 ,  67.25   77 ,  71.80   58
2018,Houston,74, 68.36,   8   5   62.54(  95)    0   0  ,  68.53   73 ,  69.43   71 ,  66.58   81
2018,Toledo,75, 67.99,   7   6   60.00( 112)    0   0  ,  68.48   74 ,  66.55   79 ,  64.14   87
2018,Troy,76, 67.24,  10   3   58.17( 120)    0   0  ,  66.49   78 ,  68.88   73 ,  72.43   54
2018,Air Force,77, 67.21,   5   7   63.81(  84)    0   0  ,  67.78   76 ,  64.53   88 ,  62.85   92
2018,James Madison,78, 66.85,   9   4   48.56( 164)    0   0  ,  67.19   77 ,  64.76   87 ,  63.96   89
2018,Marshall,79, 66.29,   9   4   59.75( 114)    0   0  ,  66.02   80 ,  67.21   78 ,  67.61   76
2018,Buffalo,80, 66.20,  10   4   60.92( 108)    0   0  ,  66.25   79 ,  67.30   76 ,  65.23   83
2018,Wyoming,81, 66.00,   6   6   65.55(  75)    0   0  ,  65.63   83 ,  66.30   80 ,  68.04   72
2018,Georgia Southern,82, 65.86,  10   3   56.69( 133)    0   1  ,  65.42   85 ,  66.10   82 ,  68.44   69
2018,North Texas,83, 65.55,   9   4   56.04( 135)    0   0  ,  65.54   84 ,  66.16   81 ,  64.94   85
2018,Northern Illinois,84, 65.48,   8   6   66.84(  71)    0   1  ,  65.80   82 ,  67.33   75 ,  62.63   94
2018,Miami-Ohio,85, 65.30,   6   6   64.15(  80)    0   0  ,  64.57   90 ,  63.93   91 ,  70.14   63
2018,Tulane,86, 65.22,   7   6   65.15(  76)    0   1  ,  64.67   88 ,  65.80   84 ,  68.63   67
2018,Arkansas State,87, 65.08,   8   5   57.92( 121)    0   1  ,  64.70   87 ,  65.17   86 ,  67.25   79
2018,Nevada,88, 65.05,   8   5   62.69(  94)    0   0  ,  64.64   89 ,  64.15   89 ,  67.40   78
2018,Princeton,89, 64.91,  10   0   37.60( 214)    0   0  ,  64.42   92 ,  62.64   96 ,  67.89   74
2018,North Carolina,90, 64.75,   2   9   72.44(  51)    0   0  ,  65.93   81 ,  63.09   94 ,  56.49  118
2018,Middle Tennessee,91, 64.61,   8   6   63.59(  86)    0   1  ,  64.17   94 ,  65.55   85 ,  67.17   80
2018,Eastern Michigan,92, 64.53,   7   6   61.04( 107)    0   0  ,  64.49   91 ,  63.27   93 ,  64.13   88
2018,Kansas,93, 64.31,   3   9   73.68(  45)    0   1  ,  64.84   86 ,  61.23  105 ,  60.13  108
2018,San Diego State,94, 63.61,   7   6   64.72(  79)    0   0  ,  63.64   95 ,  66.03   83 ,  62.81   93
2018,Illinois State,95, 63.56,   6   5   55.95( 136)    0   0  ,  64.21   93 ,  61.19  106 ,  58.57  111
2018,Northern Iowa,96, 62.90,   7   6   57.79( 122)    0   1  ,  63.61   96 ,  62.98   95 ,  57.45  115
2018,Florida Atlantic,97, 62.65,   5   7   62.43(  96)    0   1  ,  62.70   98 ,  63.34   92 ,  61.66   98
2018,Arkansas,98, 62.49,   2  10   74.94(  29)    0   2  ,  63.26   97 ,  61.44  103 ,  56.64  116
2018,Fla. International,99, 62.42,   9   4   56.75( 132)    0   0  ,  62.30   99 ,  61.68  101 ,  62.62   95
2018,Kennesaw State,100, 62.21,  11   2   40.08( 204)    0   0  ,  62.15  100 ,  60.21  108 ,  61.97   97
2018,UC Davis,101, 61.86,  10   3   52.06( 146)    0   0  ,  61.61  102 ,  61.38  104 ,  63.01   91
2018,South Florida,102, 61.36,   7   6   63.23(  88)    0   0  ,  61.81  101 ,  64.14   90 ,  57.62  114
2018,Louisiana Tech,103, 61.09,   8   5   57.58( 123)    0   1  ,  60.99  103 ,  62.25   97 ,  61.21  102
